timestamp,fault_type,location,voltage_drop_pct,current_spike_a,duration_s,severity
2024-01-21 13:50:17,normal,bus_9,2.55,1.77,0.0,none
2024-01-20 23:38:03,voltage_sag,bus_7,35.25,23.52,23.2,low
2024-01-18 06:31:08,normal,bus_4,3.23,0.45,0.0,none
2024-01-20 12:54:59,normal,bus_5,3.63,1.38,0.0,none
2024-01-04 12:17:09,line_fault,bus_8,38.86,34.72,28.8,high
2024-02-06 20:16:30,ground_fault,bus_4,36.42,40.08,32.0,medium
2024-01-08 08:11:03,voltage_sag,bus_6,44.14,72.34,8.9,low
2024-02-17 22:38:53,normal,bus_12,1.62,0.49,0.0,none
2024-01-04 07:53:10,normal,bus_10,3.13,0.58,0.0,none
2024-01-19 02:47:56,normal,bus_4,1.22,1.7,0.0,none
2024-02-27 16:50:04,line_fault,bus_7,52.67,60.01,89.3,high
2024-01-28 15:22:15,voltage_sag,bus_7,26.09,64.84,151.3,low
2024-02-12 21:22:53,short_circuit,bus_8,58.27,69.41,16.6,high
2024-01-05 02:43:25,normal,bus_9,2.87,1.95,0.0,none
2024-01-30 15:19:23,line_fault,bus_2,55.5,10.81,77.0,high
2024-02-05 14:22:58,voltage_sag,bus_10,68.17,38.97,0.4,low
2024-02-09 21:35:37,line_fault,bus_11,65.26,34.11,12.0,high
2024-01-15 19:35:01,normal,bus_11,2.35,0.81,0.0,none
2024-02-01 08:15:59,voltage_sag,bus_10,46.85,40.71,11.2,low
2024-02-07 13:09:08,normal,bus_5,4.14,0.09,0.0,none
2024-01-19 05:36:30,normal,bus_7,0.04,0.78,0.0,none
2024-02-03 03:08:47,normal,bus_9,3.71,0.03,0.0,none
2024-02-12 04:08:34,normal,bus_7,3.13,1.73,0.0,none
2024-01-01 15:03:53,voltage_sag,bus_11,33.45,41.6,14.7,low
2024-01-21 16:36:24,normal,bus_2,0.75,1.42,0.0,none
2024-01-23 07:53:56,line_fault,bus_5,44.26,41.67,31.8,high
2024-02-12 06:19:54,line_fault,bus_7,53.54,13.07,36.2,high
2024-02-19 04:48:53,overload,bus_12,40.22,74.65,83.3,medium
2024-01-08 22:13:58,short_circuit,bus_7,25.85,26.88,21.1,high
2024-01-02 06:58:23,line_fault,bus_8,55.44,45.69,3.3,high
2024-01-06 20:06:42,line_fault,bus_6,33.06,43.77,20.8,high
2024-02-19 17:17:18,ground_fault,bus_2,49.54,14.99,2.4,medium
2024-02-13 15:56:45,voltage_sag,bus_10,37.86,73.93,18.6,low
2024-01-04 04:02:12,line_fault,bus_9,52.85,42.24,62.1,high
2024-01-19 03:10:03,short_circuit,bus_8,62.33,21.83,10.2,high
2024-01-17 01:38:59,normal,bus_1,3.16,0.92,0.0,none
2024-02-25 20:37:56,line_fault,bus_4,41.41,29.86,35.8,high
2024-01-20 04:13:47,voltage_sag,bus_1,24.93,19.54,8.5,low
2024-02-11 23:27:21,normal,bus_9,1.55,0.19,0.0,none
2024-02-03 04:35:17,overload,bus_2,37.0,60.9,64.2,medium
2024-01-17 06:44:54,normal,bus_11,2.73,0.97,0.0,none
2024-01-16 00:00:03,voltage_sag,bus_4,46.32,52.13,48.8,low
2024-01-26 21:47:17,overload,bus_10,61.34,64.2,32.7,medium
2024-01-02 17:29:34,normal,bus_1,3.67,1.77,0.0,none
2024-02-10 23:02:01,short_circuit,bus_1,48.93,10.75,18.3,high
2024-01-22 13:30:11,ground_fault,bus_12,36.31,49.5,3.0,medium
2024-02-24 03:07:01,normal,bus_5,1.28,1.12,0.0,none
2024-01-25 21:29:32,line_fault,bus_9,51.25,65.84,26.5,high
2024-01-25 15:16:27,line_fault,bus_6,31.4,75.21,7.7,high
2024-01-22 23:40:46,voltage_sag,bus_6,44.65,57.23,7.9,low
2024-01-14 15:48:10,voltage_sag,bus_5,41.95,59.08,70.5,low
2024-01-11 14:01:04,line_fault,bus_11,30.66,18.58,86.9,high
2024-02-11 01:27:17,voltage_sag,bus_8,21.43,37.29,11.4,low
2024-01-22 20:39:06,voltage_sag,bus_12,52.4,69.91,40.6,low
2024-02-07 11:26:48,overload,bus_8,28.25,65.96,20.5,medium
2024-01-08 20:23:16,overload,bus_6,41.82,73.88,41.0,medium
2024-02-07 14:00:23,ground_fault,bus_8,40.17,13.92,24.4,medium
2024-02-04 15:00:34,overload,bus_6,59.65,32.8,94.7,medium
2024-02-17 22:39:12,ground_fault,bus_6,42.51,79.14,2.3,medium
2024-01-12 04:30:07,normal,bus_4,3.46,0.27,0.0,none
2024-02-12 01:34:08,short_circuit,bus_3,43.14,15.23,0.8,high
2024-01-29 11:11:20,normal,bus_9,0.58,0.96,0.0,none
2024-01-20 22:44:43,short_circuit,bus_11,48.92,55.64,6.3,high
2024-02-13 20:50:59,normal,bus_4,0.02,0.81,0.0,none
2024-02-04 06:44:10,ground_fault,bus_11,51.45,40.93,53.0,medium
2024-01-24 01:53:24,short_circuit,bus_8,52.93,63.63,4.9,high
2024-02-08 16:42:03,ground_fault,bus_3,27.61,19.74,10.9,medium
2024-02-25 05:09:27,line_fault,bus_9,27.38,22.6,5.1,high
2024-01-09 08:03:02,normal,bus_7,1.96,1.41,0.0,none
2024-01-11 01:36:11,normal,bus_10,1.25,0.79,0.0,none
2024-01-07 08:09:31,line_fault,bus_8,51.08,56.08,27.5,high
2024-01-05 08:43:08,line_fault,bus_7,41.07,55.81,1.8,high
2024-01-08 00:33:08,line_fault,bus_7,43.02,65.91,6.7,high
2024-02-12 11:47:17,voltage_sag,bus_8,21.92,34.06,80.4,low
2024-01-05 16:41:17,normal,bus_11,1.1,1.48,0.0,none
2024-02-06 03:16:43,overload,bus_12,69.74,22.07,5.9,medium
2024-02-18 07:47:06,short_circuit,bus_7,43.01,71.48,30.8,high
2024-01-15 20:28:22,line_fault,bus_3,44.55,36.09,19.9,high
2024-01-02 00:12:10,line_fault,bus_10,24.58,10.32,42.0,high
2024-02-14 01:49:28,line_fault,bus_12,56.05,44.67,43.2,high
2024-01-28 05:46:48,line_fault,bus_9,35.46,51.56,1.4,high
2024-02-09 04:56:34,short_circuit,bus_8,25.07,79.52,42.6,high
2024-02-14 05:45:04,normal,bus_11,2.99,0.65,0.0,none
2024-01-27 15:07:59,normal,bus_6,3.88,1.09,0.0,none
2024-02-04 10:43:35,short_circuit,bus_1,42.28,27.02,32.2,high
2024-01-20 12:31:17,normal,bus_5,3.17,1.23,0.0,none
2024-01-21 02:26:28,voltage_sag,bus_12,26.73,10.28,50.2,low
2024-02-19 10:54:33,normal,bus_7,3.24,1.43,0.0,none
2024-01-04 14:54:50,line_fault,bus_6,37.65,18.96,0.4,high
2024-02-03 04:43:03,normal,bus_11,1.66,1.02,0.0,none
2024-01-09 07:26:34,voltage_sag,bus_5,51.89,55.97,11.3,low
2024-01-14 18:54:53,line_fault,bus_4,57.1,26.94,26.4,high
2024-01-10 05:18:19,overload,bus_4,36.59,28.26,2.4,medium
2024-01-13 09:23:15,normal,bus_10,2.55,0.32,0.0,none
2024-02-03 00:53:41,normal,bus_11,0.1,1.9,0.0,none
2024-02-15 17:13:29,normal,bus_2,2.69,0.26,0.0,none
2024-02-14 05:01:34,normal,bus_11,2.22,0.38,0.0,none
2024-01-12 07:04:26,normal,bus_2,3.88,1.87,0.0,none
2024-01-04 23:46:20,ground_fault,bus_7,35.01,77.26,43.1,medium
2024-02-21 03:53:17,normal,bus_5,0.0,0.04,0.0,none
2024-01-23 23:52:11,voltage_sag,bus_7,22.54,57.07,65.1,low
2024-01-19 03:28:59,voltage_sag,bus_9,36.09,65.38,30.0,low
2024-01-30 23:48:42,voltage_sag,bus_10,28.34,42.15,25.7,low
2024-02-16 18:47:47,voltage_sag,bus_8,30.05,75.33,38.3,low
2024-02-07 07:57:35,normal,bus_5,1.12,1.04,0.0,none
2024-02-21 21:41:18,line_fault,bus_3,47.3,56.42,27.2,high
2024-01-13 03:07:40,normal,bus_2,0.88,0.11,0.0,none
2024-01-22 09:32:10,voltage_sag,bus_10,29.07,57.59,7.2,low
2024-01-13 15:52:57,overload,bus_5,68.55,57.95,37.2,medium
2024-01-21 05:23:22,normal,bus_3,2.62,1.62,0.0,none
2024-02-15 05:35:39,normal,bus_12,3.52,0.8,0.0,none
2024-02-08 03:10:06,normal,bus_10,0.5,1.95,0.0,none
2024-01-01 17:20:30,voltage_sag,bus_3,56.61,27.31,0.7,low
2024-01-02 22:11:40,ground_fault,bus_6,54.22,58.27,2.1,medium
2024-02-02 09:55:57,ground_fault,bus_5,49.16,63.53,23.6,medium
2024-02-22 22:07:20,line_fault,bus_5,41.27,77.57,35.7,high
2024-02-18 04:07:08,normal,bus_2,4.81,0.2,0.0,none
2024-01-12 04:22:43,ground_fault,bus_2,50.43,63.71,2.7,medium
2024-02-04 18:49:30,short_circuit,bus_3,28.02,43.64,46.8,high
2024-01-17 07:34:43,line_fault,bus_3,40.47,19.85,8.2,high
2024-01-17 10:35:10,normal,bus_10,2.28,1.84,0.0,none
2024-02-04 12:28:49,line_fault,bus_6,32.73,56.01,17.4,high
2024-01-05 09:57:18,normal,bus_6,0.54,1.41,0.0,none
2024-01-14 18:11:06,line_fault,bus_5,49.12,26.56,25.9,high
2024-02-18 12:00:01,line_fault,bus_2,58.77,37.7,47.4,high
2024-02-06 18:04:34,overload,bus_8,39.83,65.87,40.8,medium
2024-02-24 21:28:10,line_fault,bus_2,38.48,67.36,16.0,high
2024-02-15 13:41:04,normal,bus_1,4.8,0.1,0.0,none
2024-02-19 08:26:50,ground_fault,bus_9,30.76,74.98,17.0,medium
2024-02-21 10:51:56,ground_fault,bus_10,52.03,54.02,15.8,medium
2024-01-29 13:31:43,normal,bus_8,3.45,0.16,0.0,none
2024-02-04 13:45:40,normal,bus_10,1.27,1.18,0.0,none
2024-02-03 19:07:13,normal,bus_10,0.9,1.95,0.0,none
2024-02-06 12:20:06,normal,bus_9,1.68,1.01,0.0,none
2024-02-02 15:06:32,ground_fault,bus_10,28.25,45.37,46.8,medium
2024-02-03 20:32:40,normal,bus_10,3.31,0.84,0.0,none
2024-01-17 23:10:38,overload,bus_5,55.13,53.03,79.7,medium
2024-01-15 07:09:12,line_fault,bus_12,23.76,10.07,47.7,high
2024-01-25 18:35:25,voltage_sag,bus_8,46.2,33.51,18.2,low
2024-02-20 18:32:39,voltage_sag,bus_7,23.54,78.62,8.5,low
2024-02-04 03:33:34,overload,bus_3,49.25,37.42,18.6,medium
2024-02-19 17:33:52,normal,bus_4,2.05,0.67,0.0,none
2024-02-07 18:36:08,overload,bus_11,64.54,40.31,36.9,medium
2024-01-01 21:51:04,voltage_sag,bus_12,31.0,46.9,51.1,low
2024-02-02 05:54:23,voltage_sag,bus_2,68.62,52.77,40.6,low
2024-01-28 02:39:40,line_fault,bus_12,31.42,32.84,40.0,high
2024-02-11 15:00:00,normal,bus_9,1.88,0.71,0.0,none
2024-02-23 13:53:09,normal,bus_8,0.69,1.41,0.0,none
2024-01-11 01:34:45,voltage_sag,bus_3,64.26,33.77,5.3,low
2024-01-26 18:06:26,normal,bus_11,1.04,0.99,0.0,none
2024-02-08 13:13:36,normal,bus_12,3.53,0.04,0.0,none
2024-02-25 11:50:27,short_circuit,bus_11,29.77,36.52,0.0,high
2024-01-25 06:54:18,overload,bus_3,68.04,12.84,4.6,medium
2024-01-07 11:08:13,voltage_sag,bus_10,46.64,49.12,28.2,low
2024-02-10 10:54:32,ground_fault,bus_3,55.95,49.44,2.6,medium
2024-01-12 10:11:22,line_fault,bus_1,38.03,59.68,72.9,high
2024-02-22 22:52:27,normal,bus_1,2.55,0.71,0.0,none
2024-02-10 09:21:43,voltage_sag,bus_9,32.0,27.9,24.6,low
2024-01-15 07:38:34,line_fault,bus_9,41.19,47.62,24.7,high
2024-01-08 15:54:53,line_fault,bus_1,39.99,16.88,4.2,high
2024-02-05 12:38:12,voltage_sag,bus_5,62.43,14.37,19.0,low
2024-01-18 14:46:56,voltage_sag,bus_5,29.51,44.67,60.4,low
2024-01-15 14:27:09,ground_fault,bus_5,61.41,73.99,55.1,medium
2024-01-25 15:45:09,voltage_sag,bus_7,48.95,51.4,30.0,low
2024-01-24 00:42:57,line_fault,bus_2,45.42,68.05,1.2,high
2024-02-24 00:45:14,normal,bus_1,3.04,0.37,0.0,none
2024-02-02 09:01:53,line_fault,bus_7,35.38,75.42,7.2,high
2024-01-02 04:11:01,line_fault,bus_11,47.7,64.34,0.1,high
2024-01-15 01:28:07,voltage_sag,bus_8,47.13,71.75,60.5,low
2024-02-13 05:39:03,line_fault,bus_3,65.48,27.71,13.2,high
2024-02-09 08:30:40,ground_fault,bus_11,41.92,71.1,22.6,medium
2024-02-22 21:18:15,voltage_sag,bus_2,43.53,35.06,128.2,low
2024-01-13 05:19:55,short_circuit,bus_8,36.88,33.2,24.8,high
2024-02-24 02:17:26,ground_fault,bus_8,45.74,18.62,17.7,medium
2024-01-08 11:35:39,normal,bus_8,1.55,0.72,0.0,none
2024-02-17 14:30:40,voltage_sag,bus_1,66.91,70.73,40.6,low
2024-01-25 08:22:22,voltage_sag,bus_4,61.55,75.49,3.9,low
2024-02-13 06:36:50,voltage_sag,bus_6,58.09,18.43,7.0,low
2024-01-11 14:45:31,normal,bus_10,2.36,1.59,0.0,none
2024-01-01 20:56:37,ground_fault,bus_6,63.51,18.62,25.4,medium
2024-02-22 11:28:19,normal,bus_9,3.16,1.96,0.0,none
2024-01-27 08:18:21,normal,bus_9,2.42,1.43,0.0,none
2024-02-09 14:17:25,normal,bus_1,3.0,1.59,0.0,none
2024-02-22 22:34:36,ground_fault,bus_4,36.0,37.98,176.5,medium
2024-01-15 07:57:54,ground_fault,bus_1,26.86,43.07,27.0,medium
2024-01-07 20:14:57,line_fault,bus_5,22.1,10.14,13.5,high
2024-02-12 02:05:34,normal,bus_1,2.74,0.96,0.0,none
2024-02-11 04:45:09,normal,bus_4,2.82,0.43,0.0,none
2024-01-03 00:52:49,normal,bus_3,3.34,0.27,0.0,none
2024-02-15 22:49:28,normal,bus_12,4.29,0.64,0.0,none
2024-02-08 14:26:09,overload,bus_1,39.33,78.18,1.1,medium
2024-02-02 07:57:08,voltage_sag,bus_11,22.96,14.23,45.6,low
2024-02-20 20:55:58,voltage_sag,bus_10,68.62,53.07,18.6,low
2024-02-15 12:28:45,normal,bus_3,4.88,1.34,0.0,none
2024-02-13 14:18:58,short_circuit,bus_4,21.76,15.34,37.0,high
2024-02-25 04:18:10,normal,bus_10,0.41,0.18,0.0,none
2024-01-21 23:08:34,normal,bus_6,0.2,0.84,0.0,none
2024-02-15 04:33:00,normal,bus_7,0.62,0.5,0.0,none
2024-02-15 01:51:54,normal,bus_2,3.57,0.46,0.0,none
2024-02-23 06:33:29,normal,bus_1,2.48,0.33,0.0,none
2024-01-08 22:42:36,normal,bus_9,0.15,0.33,0.0,none
2024-02-21 05:13:41,normal,bus_4,1.79,1.69,0.0,none
2024-01-23 12:36:47,voltage_sag,bus_12,28.44,44.34,9.8,low
2024-02-17 00:09:25,short_circuit,bus_4,24.02,49.65,8.1,high
2024-02-23 01:43:11,overload,bus_5,31.13,54.32,7.4,medium
2024-02-08 08:58:01,short_circuit,bus_5,21.73,70.3,0.9,high
2024-02-04 12:15:07,overload,bus_4,20.76,37.07,9.7,medium
2024-02-14 15:11:10,normal,bus_11,1.13,0.19,0.0,none
2024-01-14 09:31:18,normal,bus_1,2.67,1.13,0.0,none
2024-01-27 16:36:47,normal,bus_11,3.16,1.3,0.0,none
2024-01-30 12:30:09,voltage_sag,bus_7,34.31,63.06,0.8,low
2024-01-26 15:21:11,short_circuit,bus_3,26.51,49.35,69.3,high
2024-02-25 23:19:30,voltage_sag,bus_4,32.21,52.95,0.8,low
2024-02-18 20:16:03,normal,bus_12,0.67,1.57,0.0,none
2024-02-11 19:51:12,voltage_sag,bus_12,57.37,43.77,9.3,low
2024-01-07 19:45:35,overload,bus_9,28.45,17.37,28.0,medium
2024-02-15 03:17:19,normal,bus_7,1.88,0.95,0.0,none
2024-01-14 23:02:08,normal,bus_4,3.34,1.71,0.0,none
2024-02-16 06:27:30,line_fault,bus_3,44.87,53.15,92.9,high
2024-02-15 06:27:34,voltage_sag,bus_3,35.1,49.35,55.9,low
2024-01-16 22:23:40,voltage_sag,bus_9,31.39,72.67,51.1,low
2024-02-16 23:39:47,overload,bus_9,24.5,71.83,6.3,medium
2024-01-01 19:25:24,normal,bus_8,2.42,0.15,0.0,none
2024-02-01 01:13:28,ground_fault,bus_2,46.66,38.3,24.9,medium
2024-02-13 10:37:06,line_fault,bus_10,41.58,28.38,2.1,high
2024-01-04 13:23:23,normal,bus_7,3.09,1.96,0.0,none
2024-02-02 14:19:59,voltage_sag,bus_2,29.13,47.09,3.8,low
2024-02-09 00:12:20,normal,bus_3,2.03,0.77,0.0,none
2024-02-01 01:38:18,line_fault,bus_10,35.17,14.31,30.0,high
2024-01-18 06:13:05,line_fault,bus_6,57.3,78.49,13.1,high
2024-01-28 21:50:16,line_fault,bus_3,21.35,31.57,25.9,high
2024-01-29 06:17:48,normal,bus_2,2.4,1.18,0.0,none
2024-01-07 04:34:14,voltage_sag,bus_11,63.65,31.36,78.2,low
2024-02-25 23:12:24,overload,bus_2,37.49,41.3,17.4,medium
2024-02-21 14:23:07,overload,bus_1,49.47,17.23,12.0,medium
2024-01-31 01:35:50,ground_fault,bus_2,41.68,33.92,12.3,medium
2024-02-26 00:26:15,short_circuit,bus_8,26.75,60.24,26.9,high
2024-02-12 05:07:47,voltage_sag,bus_5,59.17,78.02,19.8,low
2024-01-23 04:58:20,line_fault,bus_5,68.77,16.02,97.4,high
2024-02-15 01:09:43,normal,bus_5,4.47,1.28,0.0,none
2024-01-13 09:34:02,ground_fault,bus_9,38.42,78.1,12.3,medium
2024-02-12 23:55:53,normal,bus_7,4.75,0.05,0.0,none
2024-01-22 05:49:00,voltage_sag,bus_7,44.57,50.57,11.9,low
2024-01-18 05:30:06,normal,bus_11,4.27,0.89,0.0,none
2024-01-01 19:16:33,normal,bus_3,2.29,1.35,0.0,none
2024-01-29 09:20:05,normal,bus_3,3.1,0.81,0.0,none
2024-01-27 11:08:59,voltage_sag,bus_9,41.15,67.93,68.2,low
2024-01-23 08:59:16,voltage_sag,bus_6,26.37,12.05,105.3,low
2024-02-27 17:57:47,overload,bus_11,58.35,71.59,19.5,medium
2024-01-25 11:41:33,line_fault,bus_8,37.87,45.07,2.9,high
2024-02-11 10:44:11,line_fault,bus_6,30.04,52.25,54.5,high
2024-02-05 14:04:08,voltage_sag,bus_12,69.92,66.62,5.6,low
2024-01-25 19:50:02,line_fault,bus_4,42.14,57.0,61.5,high
2024-02-15 18:02:38,line_fault,bus_9,23.8,10.74,136.0,high
2024-02-18 19:48:50,voltage_sag,bus_5,35.34,25.31,1.4,low
2024-02-14 14:42:43,normal,bus_10,1.32,0.02,0.0,none
2024-02-24 15:43:22,voltage_sag,bus_11,53.1,40.61,2.1,low
2024-02-07 18:05:41,line_fault,bus_8,50.34,28.34,11.7,high
2024-01-03 05:24:39,line_fault,bus_8,40.1,44.9,22.4,high
2024-01-01 03:00:27,ground_fault,bus_6,56.73,38.64,1.8,medium
2024-02-19 05:00:14,normal,bus_4,0.3,1.91,0.0,none
2024-01-14 02:51:42,short_circuit,bus_1,24.95,28.79,37.9,high
2024-01-06 10:03:42,line_fault,bus_9,55.99,76.98,95.0,high
2024-02-22 12:47:26,normal,bus_5,1.6,1.75,0.0,none
2024-02-04 03:47:18,voltage_sag,bus_4,33.71,64.05,7.4,low
2024-02-14 12:15:30,line_fault,bus_3,31.2,48.35,57.7,high
2024-02-04 03:24:29,voltage_sag,bus_2,31.01,18.22,62.7,low
2024-02-17 08:07:17,normal,bus_7,1.78,0.58,0.0,none
2024-01-07 08:22:49,normal,bus_8,0.17,1.33,0.0,none
2024-01-16 02:07:23,short_circuit,bus_4,51.92,19.85,3.3,high
2024-01-20 09:18:43,short_circuit,bus_6,42.69,55.99,33.7,high
2024-02-12 21:15:40,voltage_sag,bus_4,35.95,29.52,42.1,low
2024-02-09 02:01:13,normal,bus_9,2.34,1.07,0.0,none
2024-02-18 06:53:03,normal,bus_10,2.51,1.1,0.0,none
2024-01-07 10:12:39,voltage_sag,bus_4,25.98,21.81,31.2,low
2024-02-27 18:03:35,normal,bus_1,4.23,1.1,0.0,none
2024-01-24 09:56:39,short_circuit,bus_6,25.09,34.53,9.0,high
2024-02-16 07:24:04,ground_fault,bus_11,50.2,19.19,21.9,medium
2024-02-25 08:25:48,ground_fault,bus_8,31.82,76.43,6.4,medium
2024-01-16 03:08:46,line_fault,bus_10,60.63,12.01,38.2,high
2024-02-25 04:26:37,voltage_sag,bus_2,37.11,52.02,21.8,low
2024-01-03 06:47:06,normal,bus_11,3.71,1.06,0.0,none
2024-02-19 17:42:52,overload,bus_7,56.48,50.89,46.2,medium
2024-01-20 22:16:10,normal,bus_9,0.82,1.26,0.0,none
2024-01-22 05:12:46,short_circuit,bus_2,62.49,44.47,15.1,high
2024-02-16 22:11:56,normal,bus_8,3.03,1.75,0.0,none
2024-02-02 21:59:50,normal,bus_4,3.99,0.52,0.0,none
2024-01-15 14:52:57,normal,bus_9,3.94,0.23,0.0,none
2024-01-31 19:16:38,overload,bus_6,26.62,22.14,67.5,medium
2024-01-08 16:10:14,normal,bus_4,4.01,0.97,0.0,none
2024-01-01 07:47:59,line_fault,bus_2,42.45,45.53,15.9,high
2024-02-12 11:42:33,normal,bus_3,1.66,0.23,0.0,none
2024-01-15 00:26:00,short_circuit,bus_7,45.37,30.69,1.9,high
2024-02-06 05:09:03,line_fault,bus_7,35.3,58.83,7.9,high
2024-01-10 07:43:21,line_fault,bus_2,69.9,50.87,54.3,high
2024-01-26 11:36:13,voltage_sag,bus_5,54.06,12.3,2.8,low
2024-01-21 07:42:51,normal,bus_2,0.97,0.97,0.0,none
2024-02-08 22:16:28,short_circuit,bus_5,56.21,56.63,21.3,high
2024-01-08 18:04:48,short_circuit,bus_8,59.93,39.42,39.9,high
2024-01-04 23:07:07,normal,bus_9,4.45,0.52,0.0,none
